"ID VZ","Název VZ","Datum vytvoreni","Datum uzavření smlouvy","Smluvní cena bez dph","Úředni název ""dodavatele","IČO"
T004/16V/00023267,"Nákup náhradních dílů pro osobní vozidla.",2016-06-24 10:39:44.359,2016-07-17 00:00:00,13729.00,"Autospol spol s.r.o",48168769
T004/16V/00025435,"RS-Opravy, servisní prohlídky, ME, STK a pneu práce na vozidle ŠKODA u VVS Hradiště - Radošov ",2016-07-17 09:18:51.974,2016-07-17 00:00:00,200.00,"APM Automotive s.r.o.",670863
T004/16V/00025438,"DP - Stravovací poukázky č.obj. 1629940120199",2016-07-17 11:01:43.712,2016-07-17 00:00:00,95900.00,"Le Cheque Déjeuner s.r.o.",62913671
T004/16V/00025434,"RS-Opravy, servisní prohlídky, ME, STK a pneu práce na vozidle ŠKODA u VVS Hranice na Moravě.",2016-07-17 09:06:34.401,2016-07-17 00:00:00,330.00,"Jiří Dolejš - Autoopravna",10641785
T004/16V/00025429,"Plnění z RSoD č. 8/46/19/2016-1373, obj.č. 190/2016 - Praní a chemické čištění pro ASO DUKLA Liberec, VÚZ Harrachov 2016",2016-07-16 16:30:13.098,2016-07-16 00:00:00,33057.85,"PRAVO s.r.o.",28142292
T004/16V/00025430,"Plnění z RSoD č. 8/46/19/2016-1373, obj.č. 214/2016 - Praní a chemické čištění pro ASO DUKLA Liberec, VÚZ Harrachov 2016",2016-07-16 16:45:31.135,2016-07-16 00:00:00,33057.85,"PRAVO s.r.o.",28142292
T004/16V/00018846,"PS 0014 Nákup chemických prostředků pro provoz ČOV REBEKA 03 Kasárna G.Píky, Praha 6",2016-05-23 14:07:49.653,2016-07-15 00:00:00,33100.00,"Martin Bergl",42478430
T004/16V/00025019,"PS 0627 - havárie - oprava podlahy kanceláře po zatečení dešťové vody do budovy č.37 v objektu kasáren Bystřice pod Hostýnem.",2016-07-13 10:45:49.655,2016-07-15 00:00:00,24984.00,"Pavel Ulrych - STAVITEL s.r.o.",29183375
T004/16V/00019455,"Nákup kovových terčů",2016-05-27 06:58:17.202,2016-07-15 00:00:00,21030.00,"PATIP s.r.o.",45965331
T004/16V/00021418,"Roboty pro úpravu potravin",2016-06-09 13:27:50.574,2016-07-15 00:00:00,73491.00,"CATERA SERVICE s.r.o.",24751502
T004/16V/00020427,"Oprava konvektomatů Digi SI 2011 SI",2016-06-02 14:26:42.667,2016-07-15 00:00:00,20566.40,"Lukáš Tesař",43035817
T004/16V/00016335,"PS 0736 Libavá - Oprava okapů a odvodnění budovy",2016-05-05 13:02:50.316,2016-07-15 00:00:00,212854.00,"STAVBY - BALLER s.r.o.",29396841
T004/16V/00006680,"Oprava omítek, rozvodů vody b.č. 1 MS Vešperk",2016-03-01 11:04:29.484,2016-07-15 00:00:00,799000.00,"CANDELA,s.r.o.",45476021
T004/16V/00021946,"Nákup vývojky G1",2016-06-15 07:38:53.012,2016-07-15 00:00:00,4500.00,"INCHEMA s.r.o.",64939014
T004/16V/00017077," Doplňky stravy č.2 pro ASC DUKLA",2016-05-11 07:55:58.056,2016-07-15 00:00:00,9862.00,,
T004/16V/00019370," Materiál k hygieně a dezinfekci",2016-05-26 12:09:16.947,2016-07-15 00:00:00,4902.00,,
T004/16V/00039405,"Praní a čištění u VŠZ pro rok 2016 - 6.plnění ",2016-10-20 14:43:58.877,2016-07-15 00:00:00,1220.00,"Prádelna Fišer s.r.o.",26003686
T004/16V/00022249,"Stříkačkové diskové filtry 4 mm",2016-06-16 12:14:49.011,2016-07-15 00:00:00,5555.00,"MUF - Pro s.r.o.",25144936
T004/16V/00025140,"Výzva k plnění č. 22 Rámcové smlouvy - Servis mobilních toalet",2016-07-14 07:17:27.408,2016-07-15 00:00:00,2200.00,"TOI TOI, sanitární systémy, s r.o.",49551655
T004/16V/00022248,"anti mouse CD16/32",2016-06-16 12:14:44,2016-07-15 00:00:00,11487.00,"BIO-PORT Europe s.r.o.",24690937
T004/16V/00021209,"Servis pipet Gilson",2016-06-08 10:13:57.92,2016-07-15 00:00:00,7830.00,"David Šiška",75747065
T004/16V/00021210,"Baňka kultivační Erlenmeyerova se záhyby",2016-06-08 10:14:40.994,2016-07-15 00:00:00,20788.00,"P - LAB a.s.",63078601
T004/16V/00022075," Roztoky a indikátory",2016-06-15 13:09:36.962,2016-07-15 00:00:00,3122.10,"TRIOS, spol. s r. o.",44269471
T004/16V/00022290,"PS 0226 - Oprava stropních podhledů, maleb,oprava podlahy chodby a výměna dveří, 6440-0226-2016-35",2016-06-16 14:00:51.115,2016-07-15 00:00:00,622348.94,"AT Finstav s.r.o.",28049845
T004/16V/00024441,"PS 0014 Havárie - oprava (výměna) 4 ks AKU baterií VARTA k zajištění provozu DA v ovjektu GŠ AČR, Vítězné nám. 1500/5, Praha 6.",2016-07-07 10:16:15.326,2016-07-15 00:00:00,25520.00,"Ing. Jiří Bránský",12843768
T004/16V/00024456,"PS 0014 Havárie - oprava sprchového koutu (112A - 1.patro) v objektu VZÚ, Rooseveltova 620/23, Praha 6.",2016-07-07 11:28:46.144,2016-07-15 00:00:00,15736.00,"FAM s.r.o.",47543311
T004/16V/00022640,"Nákup tonerů a náplní do tiskáren.",2016-06-20 18:09:40.007,2016-07-15 00:00:00,253992.00,"C SYSTEM CZ a.s.",27675645
T004/16V/00012757,"PS 0308 Oprava venkovní zdi, omítek, oplechování a dřevěného obložení, nátěr střešní krytiny",2016-04-12 10:36:43.508,2016-07-15 00:00:00,706802.70,"AT Finstav s.r.o.",28049845
T004/16V/00012851,"PS 0135 - Stavební opravy Myslivny, Myslivna Stará Boleslav",2016-04-12 14:13:40.202,2016-07-15 00:00:00,195484.60,"Libor Dufek - OKNOSTAV",69378762
T004/16V/00024667,"DP č. 31 - Smlouva o poskytování služeb na praní, žehlení a chemické čištění",2016-07-11 09:35:08.712,2016-07-15 00:00:00,999.17,"CORAMEXPORT s.r.o.",25285271
T004/16V/00024707,"Výzva k plnění stravenky červenec 2016",2016-07-11 12:04:02.254,2016-07-15 00:00:00,63636.00,"Le Cheque Déjeuner s.r.o.",62913671
T004/16V/00021686,"Nákup originálních tonerů a tiskových válců 6 _ 2016",2016-06-13 12:53:29.701,2016-07-15 00:00:00,78437.52,"KALNEX CZ s.r.o.",28893204
T004/16V/00021247,"Pipetovací nástavec Pi-pump 2500",2016-06-08 12:44:08.463,2016-07-15 00:00:00,570.00,"MUF - Pro s.r.o.",25144936
T004/16V/00024902,"RS: Pronájem mobilních wc na rok 2016 pro VÚ 4312",2016-07-12 13:59:17.772,2016-07-15 00:00:00,11203.00,"JOHNNY SERVIS s.r.o.",47538856
T004/16V/00026580,"Zkouška bezpečnostních poradců ADR",2016-07-26 09:17:59.59,2016-07-15 00:00:00,2066.12,"Centrum dopravního výzkumu",44994557
T004/16V/00025044,"Havárie - Oprava oddáleného hromosvodu a střechy na b.č.32 - Tech.prostor Hostašovice",2016-07-13 11:49:41.351,2016-07-15 00:00:00,27553.00,"ARPEX MORAVA s.r.o.",26809559
T004/16V/00026561,"DP 6 - Provedení opravy na vozidle BUS LC VPZ: 537-93-30",2016-07-26 09:00:27.795,2016-07-15 00:00:00,33057.00,"TEZAS servis a.s.",24765180
T004/16V/00027724,"DP:výzva č. 11- Nákup smuteční kytice",2016-08-04 08:14:32.725,2016-07-15 00:00:00,400.00,"Milada Kovačičinová",87256231
T004/16V/00022127,"Baňka Ehrlenmeyerova úzkohrdlá",2016-06-15 15:17:35.655,2016-07-15 00:00:00,3393.00,"Mgr. Petr Stavinoha",75341093
T004/16V/00021321,"Nákup průmyslových šicích strojů a příslušenství",2016-06-09 08:18:03.166,2016-07-15 00:00:00,57244.00,"Martin Bergl",42478430
T004/16V/00016597,"PS 0014 Oprava elektroinstalace ve skladu Hradní stráže Kasárna Na Julisce, Praha 6",2016-05-06 12:14:14.811,2016-07-15 00:00:00,61331.00,"ELEKTRO ŠUDOMA, s.r.o.",27497046
T004/16V/00025342,"Objednávka č. 52 - Mimozáruční servis  velkokuchyňského zařízení",2016-07-15 09:41:55.55,2016-07-15 00:00:00,100.00,"Petr Kaláček",42657482
T004/16V/00020198,"PS 0004 - Kasárna Kbely - oprava střešní konstrukce",2016-06-01 13:15:01.747,2016-07-15 00:00:00,227317.00,"Apex Bohemia s.r.o.",64788440
T004/16V/00025305,"DP Nákup PHM - Srpen, RS na r. 2016",2016-07-15 07:04:58.43,2016-07-15 00:00:00,16528.93,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00025307,"DP Praní a čištění prádla Srpen, RS na r. 2016",2016-07-15 07:26:29.018,2016-07-15 00:00:00,4958.68,"PRAVO s.r.o.",28142292
T004/16V/00025310,"DP Nákup medicinálního plynu č.14, plnění z RS  na rok 2016",2016-07-15 07:33:19.943,2016-07-15 00:00:00,2050.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00025313,"DP Nákup medicinálního plynu č.15, plnění z RS  na rok 2016",2016-07-15 07:43:34.027,2016-07-15 00:00:00,2050.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00025373,"Přeprava osob a nákladu motorovým vozidlem kategorie M1-K pro Univerzitu obrany 2015 dílčí plnění č. 26",2016-07-15 11:13:29.83,2016-07-15 00:00:00,12396.69,"LESpor s.r.o.",26233983
T004/16V/00005515,"PS 0104 - Stavební opravy v objektu APrRPA Chocerady",2016-02-23 07:50:39.406,2016-07-15 00:00:00,397875.20,"DS-DRYWALL s.r.o.",2234891
T004/16V/00025378,"Přeprava osob a nákladu motorovým vozidlem kategorie M1-K pro Univerzitu obrany 2015 dílčí plnění č. 28",2016-07-15 11:21:26.07,2016-07-15 00:00:00,5785.12,"LESpor s.r.o.",26233983
T004/16V/00022305,"Oprava VW Caravelle a Škoda Fabia",2016-06-16 15:06:28.14,2016-07-15 00:00:00,8181.90,"Petr Hřebíček",15350096
T004/16V/00022998,"Přístroj k měření CRP",2016-06-22 13:51:38.89,2016-07-15 00:00:00,8700.00,"JK - Trading spol. s r.o.",46883690
T004/16V/00012491,"PS 0006 - Oprava vnější izolace podzemního objektu č. 28 v areálu Ubytovací objekt Chýně Břve",2016-04-11 11:08:47.057,2016-07-15 00:00:00,2028200.00,"LUKAVA TRADING CORPORATION s.r.o.",28246489
T004/16V/00022038,"Speciální baterie a zdroje",2016-06-15 10:52:14.376,2016-07-15 00:00:00,41859350.00,"ComArr, spol. s r.o.",15050084
T004/16V/00019458,"Nákup 4 kusů diktafonů",2016-05-27 07:11:16.467,2016-07-15 00:00:00,10568.60,"Uneco optima s.r.o.",28620810
T004/16V/00013015,"PS 0736 Libavá – Oprava elektroinstalace garáže v areálu Nová kasárna Město Libavá",2016-04-13 10:56:08.684,2016-07-15 00:00:00,392715.00,"ELEKTRO ŠUDOMA, s.r.o.",27497046
T004/16V/00023706,"Nákup pernamentních vstupů na pohybové aktivity - PRCH",2016-06-28 14:57:55.299,2016-07-15 00:00:00,7933.88,"Martin Rabel",61615749
T004/16V/00022594,"Prezentér",2016-06-20 13:21:01.474,2016-07-15 00:00:00,924.00,"C SYSTEM CZ a.s.",27675645
T004/16V/00021638,"latexové rukavice",2016-06-13 09:42:56.445,2016-07-15 00:00:00,762.03,"K a P O - plus s.r.o.",28312767
T004/16V/00020595,"Nákup biochemického analyzátoru pro multiplexní kvantitativní imunoanalýzu v rámci projektu MV ČR č. VI20152020044",2016-06-03 11:02:04.581,2016-07-15 00:00:00,1510000.00,"BIO-RAD spol.s r.o.",49243764
T004/16V/00022124,"Papírové kapesníky",2016-06-15 15:06:36.101,2016-07-15 00:00:00,5430.00,"DITIS - spol. s r. o.",46509810
T004/16V/00010712,"PS 0014 Oprava fasády včetně nátěru Kasárna Na Julisce, Praha 6",2016-03-30 11:48:51.182,2016-07-15 00:00:00,121511.15,"Klempík-Stav, s.r.o.",26184087
T004/16V/00019348,"petlice na skříně",2016-05-26 10:42:28.216,2016-07-15 00:00:00,11880.00,"Ing. Pavel Štefan",63383705
T004/16V/00016974,"Doplňky stravy č.1 pro ASC DUKLA",2016-05-10 12:29:35.391,2016-07-15 00:00:00,3188.16,,
T004/16V/00021102,"Nákup náhradních dílů na VW CARAVELLE 2,4 D 55 kW",2016-06-07 14:48:30.083,2016-07-15 00:00:00,8539.70,"AUTO MOTO CITY, s.r.o.",25024248
T004/16V/00022276,"ONNM  LTM - Mnichovo Hradiště, pozemky ",2016-06-16 13:23:32.517,2016-07-15 00:00:00,4350.00,"Miroslav Fejfar Ing.",75135078
T004/16V/00024708,"Výzva k plnění červenec 2016",2016-07-11 12:04:31.014,2016-07-15 00:00:00,123967.00,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00021201,"Videokamera pro ASC DUKLA - 2016 II.",2016-06-08 09:59:51.878,2016-07-15 00:00:00,49189.00,"ELVIA - PRO,spol.s r.o.",45243042
T004/16V/00024780,"DP - Výzva k plnění RS - provádění STK a měření emisí u vozidel kategorie M1, M2 a M3 na období 2016-2017",2016-07-12 07:32:38.686,2016-07-15 00:00:00,165.28,"MEDIS Holding a.s.",486078
T004/16V/00025372,"Přeprava osob a nákladu motorovým vozidlem kategorie M3 pro Univerzitu obrany 2016-2017 dílčí plnění č. 51",2016-07-15 11:08:01.453,2016-07-15 00:00:00,13223.14,"DOPAZ s.r.o.",60701200
T004/16V/00025377,"Přeprava osob a nákladu motorovým vozidlem kategorie M1-K pro Univerzitu obrany 2015 dílčí plnění č. 27",2016-07-15 11:18:16.393,2016-07-15 00:00:00,12396.69,"LESpor s.r.o.",26233983
T004/16V/00018752,"Spotřební zdravotnický materiál",2016-05-23 09:58:35.306,2016-07-15 00:00:00,7207.96,,
T004/16V/00024400,"2016-17 Praní a chem. čištění 12. dp",2016-07-07 07:02:25.269,2016-07-15 00:00:00,5078.95,"PRVNÍ CHRÁNĚNÁ DÍLNA s.r.o.",28685521
T004/16V/00026740,"Revize EZS - VP",2016-07-27 07:13:06.473,2016-07-15 00:00:00,3632.42,"Trade FIDES, a.s.",61974731
T004/16V/00022247,"Jednorázový laboratorní materiál",2016-06-16 12:14:38.298,2016-07-15 00:00:00,2552.08,"GAMEDIUM, spol.s r.o.",15890040
T004/16V/00025314,"DP  Přenechání obalů k dočasnému užívání na Srpen, RS na r. 2016",2016-07-15 07:56:41.126,2016-07-15 00:00:00,3906.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00024637,"PS0320 - Havárie - Oprava kanalizace WC II.N.P., Plzeň-Lobzy střelnice, Šatny 1,2,3",2016-07-11 06:41:53.015,2016-07-15 00:00:00,49035.00,"KESKO CZ,s.r.o.",61776629
T004/16V/00041766,"DP-2x RICOH za 7/2016-RS - Zhotovování tiskových výstupů",2016-11-03 14:55:07.021,2016-07-15 00:00:00,9002.63,"RICOH Czech Republic s.r.o.",48117820
T004/16V/00021373,"RS - chemické čištění prádla, oděvů a dalšího materiálu",2016-06-09 10:26:13.618,2016-07-14 00:00:00,338.00,,
T004/16V/00016112,"Nákup knihařského materiálu",2016-05-04 12:47:42.636,2016-07-14 00:00:00,66100.00,"Martin Bergl",42478430
T004/16V/00021760,"Oprava hangárových vrat",2016-06-14 07:17:34.257,2016-07-14 00:00:00,24942.00,"VRATOVÉ SYSTÉMY CZ, s.r.o.",25275704
T004/16V/00019504,"Nákup digitální fotoaparáty a objektiv",2016-05-27 09:30:08.854,2016-07-14 00:00:00,41904.00,"1.SDZP družstvo",25476092
T004/16V/00010612,"PS 0014 Oprava rozvodů ÚT a výměna ventilů MO/A, Praha 6",2016-03-30 09:26:07.365,2016-07-14 00:00:00,129139.00,"Petr Skoták",75664135
T004/16V/00020627,"PS 0112 - Oprava hlav. komunikací, chodníků  SO č. 528 Letiště Čáslav, 6440-0112-2016-42",2016-06-03 13:02:18.444,2016-07-14 00:00:00,1397126.00,"SILNICE ČÁSLAV - HOLDING",25261282
T004/16V/00019155,"PS 0507 - Oprava podlahy haly č. 14, 6440-0507-2016-13",2016-05-25 10:48:21.78,2016-07-14 00:00:00,331424.88,"Robert Hlavica",70638063
T004/16V/00023772,"PS 0004 - Havárie - oprava topení; Letiště Kbely",2016-06-29 09:20:56.304,2016-07-14 00:00:00,2985.00,"Topinstal, spol. s r.o.",26705206
T004/16V/00023775,"PS 0004 - Havárie - Prasklé topení; Výstrojní opravny",2016-06-29 09:27:45.78,2016-07-14 00:00:00,2985.00,"Topinstal, spol. s r.o.",26705206
T004/16V/00020956,"Výměna skla ohřívacího stolu ELEKTROLUX",2016-06-07 08:55:50.406,2016-07-14 00:00:00,4340.50,"MAVA spol. s r.o.",48397555
T004/16V/00016334,"PS 0736 Libavá - Oprava okapů, svodů, odvodnění budovy a výměna oken",2016-05-05 13:01:06.24,2016-07-14 00:00:00,209832.52,"HORÁK-STAVITEL  s.r.o.",26840901
T004/16V/00021175,"Nákup analyzátoru sériových dat",2016-06-08 09:03:59.621,2016-07-14 00:00:00,1998168.00,"BLUE PANTHER s.r.o.",45272441
T004/16V/00024074,"PS 0016 - Havárie ucpané kanalizace",2016-06-30 14:51:03.532,2016-07-14 00:00:00,18540.00,"HERČÍK a KŘÍŽ, spol. s r.o.",49356607
T004/16V/00024122,"Nákup permanentních vstupenek do ZOO Praha",2016-07-01 07:20:34.637,2016-07-14 00:00:00,17851.24,"Zoologická zahrada hl. m. Prahy",64459
T004/16V/00020017,"Instalace nového velkokuchyňského zařízení",2016-05-31 14:27:33.624,2016-07-14 00:00:00,69900.00,"Zich a spol., s.r.o.",25267027
T004/16V/00024358,"PS 0004- Havárie-poškozený strom jasan, U Sluncové 4, Praha 8",2016-07-04 12:01:54.207,2016-07-14 00:00:00,5970.00,"Treemen s.r.o.",24126128
T004/16V/00022458,"PS 0529 - Malování ambulantních prostorů b.č.2 – Kasárna letecká Pardubice, 6440-0529-2016-43",2016-06-17 13:42:59.085,2016-07-14 00:00:00,22165.00,"Bedřich Sigmund",11066113
T004/16V/00024386,"PS 0004- Havárie-oprava rozvaděče, Vestec",2016-07-05 08:39:01.636,2016-07-14 00:00:00,7973.00,"Martin Černosta",13836757
T004/16V/00024511,"PS 0014 Oprava (výměna) ohřívače vody v prostorech MLCC, K nová část m.č. IV/502 (kuchyňka) v objektu GŠ AČR, Vítězné nám. 1500/5, Praha 6.",2016-07-07 15:40:10.574,2016-07-14 00:00:00,8434.00,"FAM s.r.o.",47543311
T004/16V/00017096,"AHNM-OPNI-PS 2202 - Nákup chemického materiálu na rok 2016",2016-05-11 08:50:50.476,2016-07-14 00:00:00,8236.00,"Ing. Karel Hladký",16833651
T004/16V/00024648,"PS 0344 - Havárie - Oprava nefunkčního okenního servopohonu",2016-07-11 08:14:03.1,2016-07-14 00:00:00,4722.00,"STAMP UNI s.r.o.",26380561
T004/16V/00017634,"PS 0004-Generálně technická prohlídka lapolu kasárna Kbely",2016-05-15 08:55:32.817,2016-07-14 00:00:00,5920.00,"KLIO, s.r.o.",25098608
T004/16V/00024918," 1. DP . -  Nákup  pístových kompresorů.",2016-07-12 14:39:00.195,2016-07-14 00:00:00,23158.00,"ORLÍK-KOMPRESORY výrobní družstvo",29807
T004/16V/00024925,"3. DP - Laboratorní rozbory  odpadních vod 2016",2016-07-12 14:56:15.461,2016-07-14 00:00:00,778.00,"ALS Czech Republic, s.r.o.",27407551
T004/16V/00024997,"Z předlohy: Objednávka č. 29 - Stěhovací služby",2016-07-13 09:55:53.701,2016-07-14 00:00:00,124200.00,"VV TOP s.r.o.",49977202
T004/16V/00025023,"DP č. 2 RS 784/5/72/2016-8660 - ochranné pomůcky a oděvy pro VHJ  ",2016-07-13 10:54:45.338,2016-07-14 00:00:00,58896.00,"Jaroslav Žálčík",41411927
T004/16V/00025068,"DP č. 05 CVOZ Štěpánov",2016-07-13 13:14:43.733,2016-07-14 00:00:00,6698.60,"RAL PNEU s.r.o.",26829941
T004/16V/00025137," DP č.2 k RS provádění oprav vysokozdvižných motorových vozíků na rok 2016-2017",2016-07-14 07:11:11.049,2016-07-14 00:00:00,2853.71,"Jaroslav Horálek",44904690
T004/16V/00019910,"Digitální váha cejchovaná",2016-05-31 10:18:55.3,2016-07-14 00:00:00,3790.00,"UNIPROX, spol. s r.o.",558851
T004/16V/00025192,"RS - Nákup léčiv, šamponu, injekčního, obvazového a ostatního pomocného veterinárn ího materiálu v roce 2016.",2016-07-14 10:13:47.87,2016-07-14 00:00:00,37141.54,"SG-VET, s.r.o.",47680440
T004/16V/00025223,"34 DP Stravování cvičících vojsk formou smluvního stravování na rok 2016 pro VÚ 4312 Strakonice ve dnech 18.7.-21.7.2016",2016-07-14 11:48:41.919,2016-07-14 00:00:00,2822.71,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00025224,"35.DP Stravování cvičících vojsk  formou smluvního stravování na rok 2016 pro VÚ 1970 (BMATT) ve dnech 18.7.-28.7.2016",2016-07-14 11:48:48.077,2016-07-14 00:00:00,22766.13,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00025236," 6.DP Nákup stravovacích poukázek 2016 -2017 na měsíc červen 2016",2016-07-14 12:21:08.403,2016-07-14 00:00:00,56420.00,"Sodexo Pass Česká republika a.s.",61860476
T004/16V/00025259,"RS-Servis a opravy laboratorních přístrojů a zařízení pro akreditovanou laboratoř.",2016-07-14 13:21:37.332,2016-07-14 00:00:00,5600.00,"Chironax Frýdek - Místek s.r.o. ",47666391
T004/16V/00024254,"DP-Náplně a spotřební materiál do tiskáren a kopírovacích strojů, 2016",2016-07-01 14:34:46.018,2016-07-14 00:00:00,43801.00,"STEELMET, s.r.o.",25590511
T004/16V/00016341,"PS 0736 Libavá - Oprava SdK stropu a malování ",2016-05-05 13:11:37.227,2016-07-14 00:00:00,98140.47,"HORÁK-STAVITEL  s.r.o.",26840901
T004/16V/00048244,"Plnění z RS č.j.8/46/504/2016-1373 výzva k plnění č. 1084/2016 - o využívání sportovního zařízení ČUS - Sportovního centra Nymburk",2016-12-28 14:58:42.055,2016-07-14 00:00:00,27692.00,"Český svaz tělesné výchovy o.s.",469548
T004/16V/00048246,"Plnění z RS č.j.8/46/504/2016-1373 výzva k plnění č. 1083/2016 - o využívání sportovního zařízení ČUS - Sportovního centra Nymburk",2016-12-28 15:13:08.886,2016-07-14 00:00:00,45947.29,"Český svaz tělesné výchovy o.s.",469548
T004/16V/00025263,"RS - Dodávky speciálních lékařských plynů včetně pronájmu tlakových láhví.",2016-07-14 13:33:29.66,2016-07-14 00:00:00,3500.00,"Messer Technogas s.r.o.",40764788
T004/16V/00022591,"Laboratorní pomůcky",2016-06-20 13:02:31.52,2016-07-14 00:00:00,1845.00,"MUF - Pro s.r.o.",25144936
T004/16V/00011397,"PS 0429 - Opravy povrchů, komunikace SO 021, Stadion Flora Žatec",2016-04-04 14:17:25.334,2016-07-14 00:00:00,1351211.27,"IngPro Litoměřice, s.r.o.",27301176
T004/16V/00010163,"PS 0308 - Demolice VO Loreta - MS",2016-03-24 09:16:54.332,2016-07-14 00:00:00,2453661.86,"Radek Škvára, s.r.o.",25095234
T004/16V/00010480,"PS 0014 Oprava podlah v garážích Kasárna G.Píky, Praha 6",2016-03-29 13:16:58.736,2016-07-14 00:00:00,448275.00,"Robert Hlavica",70638063
T004/16V/00022102,"Nákup elektroinstalačních komponentů",2016-06-15 13:59:58.118,2016-07-14 00:00:00,26738.20,"METRODIS s.r.o.",25269844
T004/16V/00023757,"D  149 - multifunkční testovací přístroj vč. testovacích souprav",2016-06-29 08:40:26.8,2016-07-14 00:00:00,524752.92,"QUICKSEAL INTERNATIONAL",27370917
T004/16V/00022072," Nákup léčiv ",2016-06-15 13:02:28.65,2016-07-14 00:00:00,5437.77,"POLIMEDCENTRUM ZLATÝ LEV s.r.o.",26892618
T004/16V/00024005,"DP: Nákup pohonného plynu (LPG), pronájem klece na uskladnění lahví a pronájem samotných lahví (4.DP)",2016-06-30 12:00:56.218,2016-07-14 00:00:00,1577.40,"Flaga s.r.o.",47917091
T004/16V/00025145," DP č.3 k RS provádění oprav vysokozdvižných motorových vozíků na rok 2016-2017",2016-07-14 07:35:13.718,2016-07-14 00:00:00,152042.97,"Jaroslav Horálek",44904690
T004/16V/00021927," Nákup insekticidní sprejové bombičky proti vosám.",2016-06-14 15:44:50.933,2016-07-14 00:00:00,2800.00,"EuroFire, spol. s r.o.",26247321
T004/16V/00022861,"PS 0529 - Oprava nátěru zásobníku pilin, klempířských prvků, oprava dveří, maleb, podlah a soc. zařízení, budova č. 31, kasárna Lázně Bohdaneč, 6440-0529-2016-40",2016-06-22 07:20:36.64,2016-07-14 00:00:00,155435.71,"Stavba a Interiér Praha s.r.o.",25959506
T004/16V/00022130,"Spotřební laboratorní plast",2016-06-15 15:35:19.529,2016-07-14 00:00:00,39099.00,"MUF - Pro s.r.o.",25144936
T004/16V/00022179,"Pořízení přenosného vlhkoměru půd ",2016-06-16 09:03:12.898,2016-07-14 00:00:00,28080.00,"Ekotechnika spol. s r.o.",25147501
T004/16V/00022165,"G 140/6 - vak, rozevírač úst, dlahy, skalpel, svorka, čelovka",2016-06-16 08:28:39.522,2016-07-14 00:00:00,6963.00,"Z + M Partner, spol. s r.o.",26843935
T004/16V/00022224," G 140/5 - infuzní hadička, kanyla, zavaděč,vzduchovod nosní,ústní, manžeta přetlaková",2016-06-16 10:47:14.538,2016-07-14 00:00:00,6385.59,"BEXAMED s.r.o.",24766356
T004/16V/00020280,"PS 0210 - Oprava střechy b. č. 23 a 42 Kasárna Jana Žižky Jindřichův Hradec, 6440-0210-2016-116 ",2016-06-02 07:59:11.937,2016-07-14 00:00:00,908200.00,"Leona Kryšová",74628208
T004/16V/00020319,"PS 0112 - Kácení stromů, letecká základna Čáslav a  Kolín, 6440-0112-2016-5",2016-06-02 10:03:45.717,2016-07-14 00:00:00,159200.00,"RTT, a.s.",25261134
T004/16V/00017835,"Oprava 2 ks výtahů na b.č.30, 31 v areálu kasáren Bystrovany Olomouc",2016-05-16 14:34:21.584,2016-07-14 00:00:00,1964972.08,"LIFTMONT CZ",26845689
T004/16V/00022588,"PS 0210 - Údržba zelených ploch - 6440-0210-2016-106",2016-06-20 12:52:49.772,2016-07-14 00:00:00,152963.16,"VV TOP s.r.o.",49977202
T004/16V/00021624,"Motouz vazačový, polypropylenový (POP)",2016-06-13 09:12:09.562,2016-07-14 00:00:00,5991.66,"AB Tábor spol. s.r.o.",26025523
T004/16V/00022693,"Nákup žiletkového drátu",2016-06-21 08:56:27.866,2016-07-14 00:00:00,134520.00,"JMK elektro, s.r.o.",26224216
T004/16V/00022086,"Nákup nábojového zesilovače",2016-06-15 13:27:11.719,2016-07-14 00:00:00,25470.00,"DEWETRON-PRAHA spol. s r.o.",569224
T004/16V/00020396,"PS 0217 - Oprava kanalizace, rozvodů vody, střešní krytiny a související stavební opravy – st.obj.č.001 /Šatny/, oprava opěrné zdi – st.obj.č.504 /Opěrná zeď/ - Vojenská plovárna Tábor, 6440-0217-2016-33",2016-06-02 13:29:45.815,2016-07-14 00:00:00,1051742.00,"DS-DRYWALL s.r.o.",2234891
T004/16V/00021471,"Provedení periodické revize tlakových nádob stabilních hasících zařízení pro bojovou techniku AČR",2016-06-10 06:01:34.192,2016-07-14 00:00:00,115200.00,"FIRESI s.r.o.",29188024
T004/16V/00022492,"PS 0004 - Havárie -ppoškozený smrk, kasárna Vestec",2016-06-19 19:30:06.459,2016-07-14 00:00:00,25740.00,"Treemen s.r.o.",24126128
T004/16V/00022995,"PS 0014 Nátěr betonové podlahy garáží v objektu MO/A, nám. Svobody 471/4, Praha 6.",2016-06-22 13:40:54.83,2016-07-14 00:00:00,39670.00,"Roman Topinka",61082325
T004/16V/00023101,"PS 0014 Oprava ucpávek ve 2. PP v objektu MO/A, nám. Svobody 471/4, Praha 6.",2016-06-23 10:35:20.765,2016-07-14 00:00:00,10866.00,"Ivan Matějček s.r.o.",28183843
